ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
12391,Dzintra Blma,F,38.0,168.0,59.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Singles, Slalom",
19306,Jeena elnova-Prokopuka,F,19.0,168.0,52.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Women's 5,000 metres",
24959,Ansis Dle,M,28.0,186.0,70.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Men's Windsurfer,
30494,Vjaeslavs Duhanovs,M,23.0,182.0,68.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Modern Pentathlon,Modern Pentathlon Men's Individual,
31099,Ilona Dzelme (Grnberga-),F,30.0,168.0,62.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Women's Windsurfer,
33690,Aigars Fadejevs,M,20.0,175.0,69.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 20 kilometres Walk,
41999,Valentna Gotovska (Tolstika-),F,30.0,176.0,62.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Long Jump,
52215,Sergejs Inakovs,M,24.0,178.0,63.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,
52215,Sergejs Inakovs,M,24.0,178.0,63.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,
53418,Artrs Jakovevs,M,29.0,192.0,85.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Butterfly,
53792,Aigars Jansons,M,24.0,163.0,62.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",
54195,Lana Jkabsone,F,21.0,175.0,50.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 400 metres Hurdles,
56932,Margarita Kalmikova,F,15.0,168.0,62.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Breaststroke,
56933,Valrijs Kalmikovs,M,23.0,192.0,89.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Breaststroke,
56933,Valrijs Kalmikovs,M,23.0,192.0,89.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Individual Medley,
56933,Valrijs Kalmikovs,M,23.0,192.0,89.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 400 metres Individual Medley,
58278,Igors Jakovlevitch Kazanovs,M,32.0,186.0,81.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,
59681,Ainrs iksis,M,24.0,183.0,92.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's 1,000 metres Time Trial",
61084,Aldis Kavi,M,21.0,172.0,70.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, Slalom",
61177,Ivans Klementjevs,M,35.0,176.0,80.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver
64783,Romans Kuklins,M,21.0,178.0,91.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Heavyweight,
65378,Afanasijs Kuzmins,M,49.0,178.0,89.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Air Pistol, 10 metres",
65378,Afanasijs Kuzmins,M,49.0,178.0,89.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
66960,Uis Lasmanis,M,28.0,197.0,93.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Double Sculls,
69766,Anita Liepia (Strte-),F,28.0,164.0,55.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 10 kilometres Walk,
69769,Modris Liepi,M,29.0,178.0,68.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 50 kilometres Walk,
72482,Liene Lutere,F,20.0,,,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Double Sculls,
82225,Vladimirs Morozovs,M,30.0,,54.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Flyweight,
87794,Aleksandrs Obiajevs,M,36.0,188.0,90.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Pole Vault,
90312,Kaspars Ozers,M,27.0,185.0,73.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Road Race, Individual",
90332,Agnese Ozolia,F,16.0,176.0,69.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 50 metres Freestyle,
90340,Dainis Ozols,M,29.0,178.0,74.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Road Race, Individual",
92599,Guntis Peders,M,22.0,199.0,84.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,
95289,Arvis Piziks,M,26.0,176.0,79.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Road Race, Individual",
95290,Rojs Piziks,M,25.0,195.0,90.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,
97024,Ludmila Prince (Druvena-),F,21.0,152.0,47.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Individual All-Around,
97024,Ludmila Prince (Druvena-),F,21.0,152.0,47.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Floor Exercise,
97024,Ludmila Prince (Druvena-),F,21.0,152.0,47.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Horse Vault,
97024,Ludmila Prince (Druvena-),F,21.0,152.0,47.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Uneven Bars,
97024,Ludmila Prince (Druvena-),F,21.0,152.0,47.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Balance Beam,
97164,Aleksandrs Prokopuks,M,29.0,180.0,66.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Marathon,
106493,Viktors erbatihs,M,21.0,181.0,145.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Heavyweight II,
110478,Juris Silovs,M,23.0,196.0,79.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Road Race, Individual",
113993,Gundega Sproe,F,24.0,173.0,53.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Triple Jump,
118997,Egls Tbelis,M,23.0,195.0,81.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,
120394,Boriss Timofejevs,M,38.0,165.0,70.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Shooting,Shooting Men's Skeet,
122664,Einrs Tupurtis,M,22.0,178.0,62.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,
123806,Romns Vainteins,M,23.0,177.0,72.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Road Race, Individual",
134175,Ivars Zdanovskis,M,31.0,,99.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Heavyweight I,
134995,Dainis Zltis,M,26.0,,83.0,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Light-Heavyweight,
